gender,name,origin,meaning
M,Do‘stmir,Fors-tojikcha,Qar. Do‘stmirza
M,Do‘stmirza,Fors-tojikcha,"Oiladagilarga (otasi va oldingi farzandlarga) do‘st, hamdam bo‘lib yursin va o‘qimishli mirza yigit bo‘lsin"
M,Do‘stmulla,Fors-tojikcha,"Otasiga yo‘ldosh, hamdam, o‘qimishli, mullo yigit bo‘lsin"
M,Do‘stmurod,"Fors-tojikcha, arabcha","Oiladagilarning do‘sti, hamdami bo‘lgan bola ukg‘ayib murod-maqsadiga yetsin"
M,Do‘stmuhammad,"Fors-tojikcha, arabcha","Muhammad (sav)ning do‘sti, uni e’zozlovchi bola"
M,Do‘stnazar,"Fors-tojikcha, arabcha",Qar. Do‘st va Nazar
M,Do‘stniyoz,Fors-tojikcha,"o‘tinib, yolg‘orib olingan do‘st, hamdam"
M,Do‘stnoz,Fors-tojikcha,"Eht.: Do‘styoz, Do‘stniyoz"
M,Do‘stqobil,"Fors-tojikcha, arabcha","Otasiga do‘st, hamdam va mo‘min-qobil, odobli bola bo‘lsin"
M,Do‘stqor,"Fors-tojikcha, o‘zbekcha",Eht.: Do‘stqora (qar.)
M,Do‘stqora,"Fors-tojikcha, o‘zbekcha","Oilaning kuchli, qudratli do‘sti, yo‘lboshi"
M,Do‘stquvvat,"Fors-tojikcha, o‘zbekcha","Otasiga do‘st, hamdam, ularga madadkor bo‘lsin"
M,Do‘stqul,"Fors-tojikcha, o‘zbekcha","Ota-onasiga xizmatkor, ko‘makcha bo‘lsin"
M,Do‘g‘ma,o‘zbekcha,To‘ng‘ich o‘g‘il yoki choridan tugilgan bola
M,Do‘g‘matoy,o‘zbekcha,"To‘ng‘ich, suyukli, erkatoy bola"
M,Do‘g‘macha,o‘zbekcha,"To‘ng‘ich o‘g‘ilcha, choridan tugilgan ogilcha"
F,Davbeka,o‘zbekcha,"Ulug‘ beka, bekning ulug‘ qizi"
F,Davboq,"o‘zbekcha, arabcha","Asli Davbaxt, ya’ni ulkan, ulug‘ baxt egasi. Sol: Xushboq, Qo‘shboq"
F,Davlatbegim,"Arabcha, o‘zbekcha",Qar. Davlat va Begim
F,Davlatbibi,"Arabcha, o‘zbekcha","Badavlat, baxtli va ulug‘ martabali qiz"
F,Davlatbika,"Arabcha, o‘zbekcha","Beklar naslidan bo‘lgan, boy, badavlat qiz"
F,Davlatgul,"Arabcha, fors-tojikcha",Badavlat va guldek go‘zal qiz
F,Davlatjamol,Arabcha,"Davlatli hamda chiroyli, zebo qiz"
F,Davlatjahon,Arabcha,Qar. Davlat va Jahon yoki butun olamga tatirli qiz
F,Davlatmomo,"Arabcha, o‘zbekcha",Buvisining ismi berilgan badavlat qiz
F,Davlatnur,Arabcha,"Nur (Alloh) ato etgan boylik, baxt yoki davlatmand bo‘lib hayoti nurli bo‘lsin"
F,Davlatoy,Arabcha,Badavlat hamda oydek suluv qiz
F,Davlatposhsha,"Arabcha, fors-tojikcha","Boy, davlatli hamda suyukli, e’zozli qiz"
F,Davlatsafar,Arabcha,Safar oyida yoki safar chog‘ida tavallud topgan davlatli qiz
F,Davriya,Arabcha,"Davr, farzandi, zamon qizi"
F,Davrongul,"Arabcha, o‘zbekcha",Guldek suluv qizning umri shodliklarga to‘la bo‘lsin
F,Davronoy,"Arabcha, o‘zbekcha","Oydek suluv qizning hayoti, baxtiyor, shodon bo‘lsin"
F,Davrxon,"Arabcha, o‘zbekcha",Qar. Davr (Davr+xon)
F,Dadila,o‘zbekcha,"Chaqqon, epchil, jasur qiz"
F,Dalaxon,o‘zbekcha,"Dala (Dala+xon) yoki Dal (l)-a nozu ishvali, go‘zal qiz"
F,Damina,Arabcha,"Sabr-toqatli, irodali qiz"
F,Damira,"o‘zbekcha, arabcha",Qar. Damir (Damir+a)
F,Daryogul,Fors-tojikcha,"Umri daryodek davomli, uzun, hamda guldek go‘zal qiz"
F,Daryoxon,"Fors-tojikcha, o‘zbekcha","Umri daryodek uzun va mo‘tabar, suyukli qiz"
F,Dariqa,o‘zbekcha,"Aqlli, idrokli qiz yoki qar. Darig‘"
F,Daromad,Fors-tojikcha,"Boyligimiz, davlatimiz bo‘lgan qiz yoki omadli, baxtli qiz bo‘lsin"
F,Dasta,Fors-tojikcha,Qar. Dastagul
F,Dastagul,Fors-tojikcha,Gul o‘ramidek zebo qiz yoki farzandlarimiz gul dastasidek ko‘paysin
F,Daqiqa,Arabcha,"Shirinso‘z, nozik, latif so‘z egasi, notiqa; nafosatli dilbar qiz"
F,"Deboxon, Debohxon",Fors-tojikcha,"Debo-yupqa, nafis ipak, mato, harir-kiyim, ya’ni muloyim, nafosatli qiz"
F,Devona,Fors-tojikcha,"Farzandga zor, gado bo‘lib yurganda erishilgan o‘g‘il yoki bolani yomon ko‘zdan asrash uchun Devona deb nomlanadi"
F,"Dehqonbu, Dehqonbuvi","Fors-tojikcha, o‘zbekcha","Dehqon, sohibkor qiz"
F,Diyora,Arabcha,"o‘lka, ona yurt farzandi"
F,Dilafza,Fors-tojikcha,Qar. Dilafro‘z
F,Dilafro‘z,Fors-tojikcha,"Dilni quvoniruvchi, shodlantiruvchi; diln yaratuvchi"
F,Dilafro‘za,Fors-tojikcha,"Dilni ochuvchi, yaratuvchi, ko‘ngilga huzur, shodlik baxsh eruvchi"
F,Dilash,Fors-tojikcha,Dil so‘zi bilan boshlanuvchi ba’zi ismlarning eq.
F,Dilband,Fors-tojikcha,"Dilga yaqin, jigarband, aziz; jozibali, maftunkor go‘zal"
F,Dilbar,Fors-tojikcha,"Yoqimli, yoqimtoy, ko‘ngilni oluvchi, maftun qiluvchi, go‘zal, zebo; suyukli"
F,Dilbarniso,"Fors-tojikcha, arabcha","Ayolarning yoqimlisi, eng go‘zali, zebosi, suyuklisi"
F,Dilbashira,"Fors-tojikcha, arabcha","Ko‘ngilga quvonch, shodlik keltiruvchi qiz"
F,"Dilboz, Dilboza",Fors-tojikcha,"Ko‘ngilni maftun etuvchi, ko‘ngilni ovlovchi, suyukli"
F,Dilda,Fors-tojikcha,"Sof oltin, oltin tangadek qadrli, aziz qiz"
F,Dildagul,"Arabcha, fors-tojikcha","Sof oltin (oltin tanga)dek qadrli, bebaho qiz"
F,Dildoda,Fors-tojikcha,"Suyukli, sodiq, vafodor"
F,Dildor,Fors-tojikcha,"Dildan sevilgan, chin muhabbat sohibasi, dilni rom qiluvchi yoki rahmdil, jasur, dovyurak. Shakllari: Dildorjon, Dildoroy, Dildorxon"
F,Dildora,Fors-tojikcha,Qar. Dildor (Dildor+a)
F,Dilyor,Fors-tojikcha,"Ko‘ngil hamrohi, qalb hamdami yoki mehr, shavqat egasi"
F,Dilzoda,Fors-tojikcha,"Yurakdan, dildan topilgan suyukli qiz yoki mehr sadoqat farzandi"
F,Dilzor,Fors-tojikcha,"Dildan zor bo‘lib, orziqib yurib erishilgan qiz"
F,Dilish,Fors-tojikcha,Dil so‘zi bilan boshlanadigan qo‘shma ismlarning eq.
F,Dilkash,Fors-tojikcha,"Ko‘ngilni, rom qiluvchi , yoqimtoy, suyukli qiz"
F,Dilkusho,Fors-tojikcha,"Ko‘ngli ochiq, dilkash, dilrabo, dilni yayratuvchi, odamsevar, insonparvar"
F,Dilnavoz,Fors-tojikcha,"Yurakka quvonch baxsh etuvchi; qalbga yaqin, suyukli, qadrli"
F,Dilnahor,"Fors-tojikcha, arabcha",Qalbi sahardek musaffo qiz yoki nahor paytida tug‘ilgan suyukli qiz
F,Dilnigor,Fors-tojikcha,"Intizor, umidvor bo‘lib, dildan qo‘msab, intiq bo‘lib erishilgan qiz"
F,Dilnoz,Fors-tojikcha,"Ishvali, nozli qalb egasi, nozik, nafis, dil sohibi"
F,Dilnoza,Fors-tojikcha,Qarang 
F,Dilnozik,Fors-tojikcha,"Nozik dilli, ko‘ngilchan, dilkash"
F,Dilnora,Fors-tojikcha,"Sof ko‘ngilli, mehribon va Nor (qizil xol) bilan tug‘ilagn qiz"
F,Dilnur,"Fors-tojikcha, arabcha","Ravshan, nurli qalb egasi, mehru shavqat sohibasi"
F,Dilovar,Fors-tojikcha,"Jasur, qo‘rqmas, dovyurak; pahlavom, qahramon"
F,Dilovoz,Fors-tojikcha,"Dilni tortuvchi, sehrlovchi; maftunkor qiz"
F,Dilor,Fors-tojikcha,"Dilorom, Diloro ismlarining qisqargan shakli"
F,Diloro,Fors-tojikcha,"Maftunkor, maftun qiluvchi suyukli yoki dilga aro beruvchi, qalb qiynati"
F,Dilorom,Fors-tojikcha,"Ko‘ngilga taskin, orom beruvchi; suyukli qiz"
F,Diloso,Fors-tojikcha,"Yoqimli, yoqimtoy, ko‘ngilga xush keluvchi"
F,Dilrabo,Fors-tojikcha,"Dilni tortuvchi, qalbni maftun etuvchi, jozibali"
F,Dilruh,Fors-tojikcha,"Dilga jon, ruh baxsh eruvchi, qalb madori"
F,Dilsoz,Fors-tojikcha,"Ko‘ngil, qalb malhami"
F,"Dilsora, Dilsozbibi",Fors-tojikcha,"Sof, toza qalb egasi; mehrli, mehribon"
F,Dilso‘z,Fors-tojikcha,"Jonkuyar, mehribon, mushfiq"
F,Dilfarib,Fors-tojikcha,"Dilbar, dilrabo; zebo, go‘zal"
F,Dilfikr,"Fors-tojikcha, arabcha","Samimiy, dildan fikrlovchi, to‘g‘ri so‘z"
F,Dilfiruza,Fors-tojikcha,"Dilni yorituvchi, ko‘ngilga shodlik, shavq bag‘ishlovchi; tengsiz, ko‘rkam"
F,Dilfuza,Fors-tojikcha,Dilfiruza ismining o‘zgargan shakli
F,Dilxoh,Fors-tojikcha,"Ko‘ngil istagi, xohishi, dildan tildan olingan qiz; dilni tortuvchi, ko‘ngilga yaqin, suyukli"
F,Dilxumor,"Fors-tojikcha, arabcha","Dilni maftun etuvchi, ko‘ngilni elituvchi, ya’ni zebo, dilkash qiz"
F,Dilxush,Fors-tojikcha,"Dildan xush ko‘rilgan, dildan istalgan, qalb orzusi bo‘lgan qiz"
F,Dilshoda,Fors-tojikcha,Qar. Dilshod
F,Dilyayra,Fors-tojikcha,"Ko‘ngli yayrab, baxtiyor bo‘lib o‘ssin yoki ko‘ngilni yayratuvchi, dilkash qiz"
F,Dilqiz,"Fors-tojikcha, o‘zbekcha","Dilkash, yuksak qalb sohibi bo‘lgan qiz yoki mehribon, g‘amxo‘r qiz"
F,Dilhavas,"Fors-tojikcha, arabcha","Qalbimizning armoni, orzusi bo‘lgan qiz"
F,"Dindor, Dindorxon","Arabcha, fors-tojikcha","Dinni, musulmonchilikni mahkam tutuvchi, xudojo‘y"
F,Dinovar,"Arabcha, fors-tojikcha","Dindor, xudojo‘y, taqvodor"
F,Dinora,"Arabcha, yunoncha","Tillo tangadek qimmatli, qadrli, ya’ni aziz, mo‘tabar qiz. Shakllari: Dinoroy, Dinorxon"
F,Dodmehr,Fors-tojikcha,"Quyosh tuhfasi, quyosh ato qilgan bola yoki mehr oyi (shamsiya yil hisobining 7 oy)da tug‘ilgan, tuhfa qilingan qiz"
F,"Doman, Domon",Fors-tojikcha,"Nomusli, iffatli, pokiza, pokdomon"
F,"Donash, Donashxon",Fors-tojikcha,"Yomon, iflos qiz. Go‘dakka ko‘z tegmasin deb beriluvchi ism"
F,Donobibi,"Fors-tojikcha, hindcha","Aqlli, dono va baland martabali qiz bo‘lsin"
F,Donogul,Fors-tojikcha,"Aqlli, zukko va guldek ko‘rkam qiz"
F,Donogo‘zal,"Fors-tojikcha, o‘zbekcha","Aqlli, farosatli va zebo qiz"
F,Donojamol,"Fors-tojikcha, arabcha","Aqlli, farosatli va chiroyli, dilbar qiz"
F,Donojon,Fors-tojikcha,Aqli-farosatli hamda suyukli qiz
F,Donoxol,Fors-tojikcha,"Bilimli, dono va xol bilan tug‘ilgan qiz"
F,Donoxon,"Fors-tojikcha, o‘zbekcha","Aql-farosatli va ulug‘ martabali, e’zozli qiz"
F,Dohiya,Arabcha,"o‘ta aqlli, donom ulug‘ mutafakkir qiz bo‘lsin"
F,Dunyo,Arabcha,Tarkibida dunyo so‘zi mavjud ismlarning eq.qismi
F,Dunyobegim,"Arabcha, o‘zbekcha","Olamning tengsiz bekasi, dunyodagi ulug‘ martabali ayol"
F,Dunyogul,"Arabcha, fors-tojikcha","Olamdagi eng sara gul, ya’ni olamdagi tengisz husn sohibi"
F,Dunyogo‘zal,"Arabcha, o‘zbekcha","Olamdagi eng zebo qiz, tengsiz go‘zal"
F,Dunyonur,Arabcha,"Olamdagi eng nurli, ya’ni eng go‘zal qiz, olamga nur sochuvchi, dunyoni nurga to‘ldiruvchi qiz"
F,Dunyoxol,"Arabcha, fors-tojikcha",Xol bilan tug‘ilgan qizning umri dunyodek keng va farovon bo‘lsin
F,Dunyoxon,"Arabcha, o‘zbekcha",Qar. Dunyo (Dunyo+xon)
F,Duoxon,"Arabcha, fors-tojikcha","Azoyimxon, dilgo‘y, duoxon yoki azoyimxon olqishlagan qiz"
F,Duraxshon,Arabcha,"Nurli, nurafshon, inki sochuvchi, shukuhli, shonli, savlatli"
F,Durbeka,"Arabcha, o‘zbekcha","Beklar nasliga mansub bo‘lgan injudek bebaho qiz yoki durdek aziz, ulug‘ martabali qiz"
F,Durbibi,"Arabcha, o‘zbekcha","Injuday qimmatli, bebaho va ko‘rkam qiz yoki qimmatli, ulug‘ martabali qiz"
F,Durbor,"Arabcha, fors-tojikcha","Inju sochuvchi, yog‘du sochuvchi, nurafshon yoki ma’noli so‘zlar egasi, so‘zamol notiqa"
F,Durgul,"Arabcha, fors-tojikcha","Injudek aziz, qimmatli va guldek zebo qiz"
F,Durgo‘zal,"Arabcha, o‘zbekcha","Injudek qimmatli, aziz va zebo qiz"
F,Durdigul,"o‘zbekcha, fors-tojikcha",Qar. Turdigul
F,Durdijon,"o‘zbekcha, fors-tojikcha",Qar. Turdijon
F,Durdinor,"o‘zbekcha, fors-tojikcha",Qar. Turdinor
F,Durdona,"Arabcha, fors-tojikcha","Inju donasi, a’lo marvarid; eng aziz, qadrli qiz"
F,Durjamol,Arabcha,"Dur yanglig‘ husn sohibasi, go‘zal"
F,Durjahon,Arabcha,"Olam injusi, tengsiz, benazir qiz yoki injudek qimmatli qizning umri jahon kabi keng, munavvar bo‘lsin"
F,Durzoda,"Arabcha, fors-tojikcha","Aslzodalar avlodi, naslidan bo‘lgan qiz"
F,"Duri, Durixon",Fors-tojikcha,"Ozoda, pokiza, iffatli qiz yoki zilol suvdek tiniq, pokiza qiz"
F,Duriya,Fors-tojikcha,"Nafis, yaltiroq; qimmatli, bebaho"
F,Durkunoy,o‘zbekcha,"Savlatli, salobatli (durkun) qiz bo‘lib o‘ssin"
F,Durmomo,"Arabcha, o‘zbekcha",Qar. Dur va Momo
F,Durnabot,"Arabcha, fors-tojikcha","Injudek aziz, qimmatli va shirin, suyukli qiz"
F,Durniso,Arabcha,"Ayollarning bebahosi, eng azizasi"
F,Durposhsha,"Arabcha, fors-tojikcha","Injudej babaho, qadrli, hamda baland martabali, e’zozli qiz"
F,Dursaboh,Arabcha,"Sahar, tong chog‘ida tavallud topgan durdek qiz, qadrli qiz yoki qimmatli va sahardek musaffo qiz"
F,Dursadaf,Arabcha,"Dur va safardek qimmatli, bebaho qiz yoki tish bilan tug‘ilgan qiz"
F,Dursanam,Arabcha,"Durdek go‘zal, zebo qiz"
F,Dursihat,Arabcha,Durdek aziz qiz sog‘u salomat bo‘lsin
F,Dursoat,Arabcha,"Baxtli, xosiyatli soatda tug‘ilgan injudek bebaho qiz"
F,Dursulton,Arabcha,"Durlarning, ya’ni eng go‘zal qizlarning shohi, go‘zallarning go‘zali"
F,Durustxon,"Arabcha, fors-tojikcha, o‘zbekcha","Ma’qul, barkamol, mukammal"
F,Durxol,"Arabcha, fors-tojikcha",Xoli bilan tug‘ilgan injudek bebaho qiz
F,Durxon,"Arabcha, o‘zbekcha","Injudej qimmatli, aziz qiz yoki tengsiz, benazir qiz"
F,Durxonim,"Arabcha, o‘zbekcha","Injudek bebaho va baland martabali, e’zozli qiz"
F,Do‘liniso,Fors-tojikcha,"Oddiy, sodda, dilkash ayol (qiz)"
F,Do‘najon,"o‘zbekcha, mo‘g‘ulcha",To‘rt yashar biya yoki umuman urg‘ochi mollar
F,Do‘ndi,o‘zbekcha,Shu qizdan keyingisi o‘g‘il bo‘lsin
F,Do‘digul,o‘zbekcha,Qar. Do‘ndi (Do‘ngi+gul)
F,Do‘ndiq,o‘zbekcha,"Chiroyli, yoqimtoy qiz"
F,Do‘ndiqcha,o‘zbekcha,"Go‘zal , yoqimtoy qizcha"
M,"Evaz, Ivaz",Arabcha,"Oldingi turmagan bolalar o‘rniga, evaziga berilgan bola"
M,Egam,o‘zbekcha,"Aynan: Javob, xo‘jayin, ya’ni Alloh, xudo. Asli: Egamberdi, Egambergan"
M,Egambergan,o‘zbekcha,Alloh ato qilgan bola
M,Egamberdi,o‘zbekcha,Alloh ato qilgan (bergan) bola
M,Egamyor,"o‘zbekcha, fors-tojikcha","Alloh o‘zi yor bo‘lsin, qo‘llab yursin"
M,Egammirza,"o‘zbekcha, fors-tojikcha","Alloh bergan bola ulg‘ayib, mirzalardek o‘qimishli, kelishgan yigit bo‘lsin"
M,Egammurod,"o‘zbekcha, arabcha","Alloh yetishtirgan orzu, maqsad"
M,Egamnazar,"o‘zbekcha, arabcha","Alloh iltifot qilib, nazarga ilib bergan bola"
M,Egamniyoz,"o‘zbekcha, fors-tojikcha","Allohdan o‘tinib so‘rab olingan bola yoki Allohning tuhfasi, ehsoni"
M,Egamtoy,o‘zbekcha,"Alloh ato qilgan suyukli, erka bola"
M,Egamxo‘ja,"o‘zbekcha, arabcha",Qar. Egam va Xo‘ja
M,Egamshukur,"o‘zbekcha, arabcha","o‘g‘il bergani uchun Allohdan minnardormiz, shukur qilamiz"
M,Egamqul,o‘zbekcha,"Allohning bandasi, quli"
M,"Egat, Egatboy",o‘zbekcha,Egam so‘zi bilan boshlangan ba’zi qo‘shma ismlarning eq.shakli
M,"Egizbek, Egizboy",o‘zbekcha,"Egizak bo‘lib tug‘ilgan bola yoki otasiga egizak, esh bo‘lib yursin"
M,Egilik,o‘zbekcha,"Ezgulik, yaxshilik, himmatlilik; xosiyatli"
M,"Edil, Egilboy",Arabcha,"Umri ulug, ulkan daryodek to‘liq, toshqin bo‘lsin. Eht.: Odil (qar.) ismining o‘zgargan shakli yohud o‘z vaqtida tugilgan, kutilgan bola"
M,Ezgulik,o‘zbekcha,"Yaxshilik, savob ish yoki himmatli, marhamatli, rahmdil"
M,"Ezid, Yazid",Fors-tojikcha,"Alloh, Tangri, Haq taolo, xudo. Asli: Ezidbaxsh, Eziddiyor"
M,Ezidbaxsh,Fors-tojikcha,"Alloh ato qilgan, tuhfa qilgan bola"
M,Eziddod,Fors-tojikcha,"Alloh bergan, tuhfa qilgan bola"
M,Ezidyor,Fors-tojikcha,"Allohning o‘zi yor bo‘lsin, o‘z panohida asrasin"
M,Eziddin,"Fors-tojikcha, arabcha","Dinni yaratuvchi, kashf etuvchi, ya’ni xudo yoki dinning qudrati, kuchi, xosiyatli"
M,Ekinboy,o‘zbekcha,Ekin ekish faslida tug‘ilgan bola
M,El,o‘zbekcha,El so‘zi bilan boshlangan ba’zi qo‘shma ismlarning (Elmurod kabi) eq.shakli
M,Elali,"o‘zbekcha, arabcha",Qar. El va Ali
M,Elama,o‘zbekcha,"Elamasin, ko‘zga ilmasin. Chaqaloq dushmanlari - yovuz kuchlarni chalg‘itish uchun beriladigan ism"
M,Elarslon,o‘zbekcha,"Elning, yurtning dovyurak farzandi"
M,Elaltboy,o‘zbekcha,"El, elatning farzandi"
M,Elbegi,o‘zbekcha,"Elning sardori, boshlig‘i, yo‘lboshchisi"
M,Elbezar,o‘zbekcha,"o‘z eli, yurtining iftixori, g‘ururi bo‘lsin, elning ko‘rki bolsin"
M,Elbek,o‘zbekcha,"Elning boshlig‘i, sardori, yo‘lboshchisi"
M,Elberdi,o‘zbekcha,"Alloh elgan, yurtga suyukli farzand berdi"
M,Elbobo,o‘zbekcha,Qar. El (El+bobo)
M,Elboy,o‘zbekcha,Elning badavlat o‘g‘li. Eht.: Alboy~Aliboy (qar.) ismlarning o‘zgargan shakli
M,Elbotir,o‘zbekcha,"Elning, yurtning jasur, botir farzandi"
M,Elboq,o‘zbekcha,"Qar. Elbaxt, Elbaxti"
M,Elbo‘lsin,o‘zbekcha,"Elga do‘st, esh bo‘lib yursin"
M,"Elgiz, Elkez",o‘zbekcha,"Dunyoni kezuvchi, sayohatchi, jahongashta"
M,Eldengiz,o‘zbekcha,Qar. El va Dengiz
M,Eldor,"o‘zbekcha, fors-tojikcha","Qabila, elat boshlig‘i, sardori; hukmron, podshoh"
M,"Eldo‘st, Eldo‘s","o‘zbekcha, fors-tojikcha","o‘z elining do‘sti, g‘amxo‘ri, elning sodiq farzandi"
M,Elyor,"o‘zbekcha, fors-tojikcha","o‘z elining do‘st, hamdami, o‘z elini sevuvchi, vatanparvar"
M,Eljon,"o‘zbekcha, fors-tojikcha","Elning suyukli, aziz farzandi"
M,Eljo‘ra,"o‘zbekcha, fors-tojikcha","Qar. Eldo‘st, Elyor"
M,Elzod,"o‘zbekcha, fors-tojikcha",Qar. Elzoda
M,Elzoda,"o‘zbekcha, fors-tojikcha","El, yurt farzandi"
M,Eliboy,o‘zbekcha,Elining boy-badavlat farzandi bo‘lsin
M,Eliqul,o‘zbekcha,Qar. Elqul
M,Elkezar,o‘zbekcha,"Ulg‘ayib elni kezuvchi, jahongashta bo‘lsin"
M,Elkeldi,o‘zbekcha,Elga suyukli o‘g‘il tug‘ildi
M,Elko‘mak,o‘zbekcha,"Elga, yurtga ko‘mak beruvchi, xalqparvar o‘g‘il tug‘ildi"
M,Elli,o‘zbekcha,"El so‘zi bilan boshlangan ba’zi ismlar (Elmurod, Elmirza)ning eq.shakli yoki Ellikboy (qar.)"
M,Ellikboy,o‘zbekcha,Otasi yoki onasi ellik yoshligida tug‘ilgan bola
M,Elmamat,"o‘zbekcha, arabcha",Qar. Elmuhammad
M,Elmat,"o‘zbekcha, arabcha",Qar. Elmuhammad
M,Elmirza,"o‘zbekcha, fors-tojikcha","Elning o‘qimishli, bilimli farzandi yoki elning sardori, boshlig‘i bo‘lsin"
M,"Elmon, Elman","o‘zbekcha, arabcha",Qar. Elmuhammad
M,Elmurod,"o‘zbekcha, arabcha","o‘z elining orzusi, umidi bo‘lgan bola"
M,Elmuhammad,"o‘zbekcha, arabcha",El farzandi Muhammad (sav) o‘z panohida asrasin
M,Elmo‘min,"o‘zbekcha, arabcha","Elning, yurtning odobli, mo‘min-qobil farzandi"
M,Elnazar,"o‘zbekcha, arabcha","Ulg‘ayib elning nazariga tushsin, obro‘li, mashhur yigit bo‘lsin yoki eliga g‘amxorlik qiluvchi"
M,Elniyoz,"o‘zbekcha, fors-tojikcha",Alloh elga tuhfa qilgan bola
M,Elnor,"o‘zbekcha, fors-tojikcha","Elning (xalqning) qizil xolli (norli) o‘g‘li yoki el o‘g‘li nordek (nortuya) kuchli, baquvvat, chidamli bolsin"
M,Elnur,"o‘zbekcha, arabcha","Elga nur sochuvchi, foyda keltiruvchi, elning sevuvchi, el chirog‘i, mash’ali"
M,Elomon,"o‘zbekcha, arabcha","El baxtiga omon bo‘lsin yoki el posboni, tungi qorovul"
M,Elpok,"o‘zbekcha, fors-tojikcha","Elning pokiza, halol farzandi"
M,Elsari,o‘zbekcha,Elning sariq sochli (tusli) farzandi yoki elsari urug‘iga mansub bola
M,Elsevar,o‘zbekcha,"Elning suyukli, e’zozli farzandi yoki o‘z elini sevuvchi, vatanparvar"
M,Elsoat,"o‘zbekcha, arabcha","Elning xosiyatli, qutlug‘ soatda (paytda) tug‘ilgan farzandi"
M,Eltemir,o‘zbekcha,El farzandi temirdek mustahkam bo‘lsin yoki elning mustahkam yashaydigan farzandi
M,Eltirak,o‘zbekcha,"Ulg‘ayib, eli, xalqiga suyanch, madadkor bo‘lsin"
M,Eltoj,"o‘zbekcha, fors-tojikcha","Elning badanida tol (xol) bilan tug‘ilgan farzandi yoki ulg‘ayib elning hukmdori, tojdori bo‘lsin"
M,Eltoy,o‘zbekcha,"Eli, xalqining suyukli, erkatoy o‘g‘li"
M,Eltong,o‘zbekcha,"Elning sahar, tong payti tug‘ilgan farzand yoki elning xosiyatli, ravshan, nurli farzandi"
M,Elturdi,o‘zbekcha,"El, xalq farzandi turib qoladi (o‘lmaydi) deb umid qilamiz"
M,Eltutmish,o‘zbekcha,"Elni tutib turuvchi, hukmdor, boshliq"
M,Elto‘ydi,o‘zbekcha,"El to‘ygan, ma’murlik, pishiqchilik yili tug‘ilgan bola"
M,Elto‘ra,o‘zbekcha,"Sog‘ ulg‘ayib elning boshlig‘i, sardori, to‘rasi bolsin"
M,Elfan,"o‘zbekcha, arabcha","Elning bilimdon, dono, zukko farzandi"
M,Elfiruz,"o‘zbekcha, fors-tojikcha","Elning baxtli, omadli, g‘olib, muzaffar farzandi"
M,Elxon,o‘zbekcha,"Sog‘ ulg‘ayib elning hukmdori, xoni bo‘lsin. Bu nom o‘tmishda mogul podshohlarining laqabi bolgan"
M,Elxo‘ja,"o‘zbekcha, fors-tojikcha","Ulg‘ayib elning sardori, oqsoqoli, xo‘jasi bo‘lsin"
M,"Elchi, Elchiboy",o‘zbekcha,"Vakil, elning ishonchli, nufuzli kishisi; xushxabar keltiruvchi, xosiyatli"
M,Elchibek,o‘zbekcha,Qar. Elchi (Elchi+bek)
M,Elchin,o‘zbekcha,"El, yurtining jasur farzandiu; el qahramoni"
M,Elchixon,o‘zbekcha,Qar. Elchi (Elchi+xon)
M,Elchiqul,o‘zbekcha,"Allohning qutli, xosiyatli xabarlar keltiruvchi bandasi, quli"
M,Elshod,"o‘zbekcha, fors-tojikcha","Eli, xalqiga shodlik, quvonch keltiruvchi bola yoki elning shodon, baxtiyor farzandi yohud elning rahbari, sardori"
M,Elshon,"o‘zbekcha, fors-tojikcha","Ulg‘ayib elning shoni, shuhrati bo‘lsin yoki elning shonli, shavkatli farzandi"
M,Elo‘g‘li,o‘zbekcha,El farzandi
M,Elqul,o‘zbekcha,"Elning xizmatkori, quli"
M,Elqurbon,"o‘zbekcha, arabcha","Elga o‘zini baxsh etuvchi, elsevar yoki elning qurbon oyida tug‘ilgan farzand"
M,Elqo‘zi,o‘zbekcha,Qar. El va Qo‘zi
M,Eman,o‘zbekcha,Hayoti eman daraxti kabi yashnab tursin. Eht.: Imon (qar.)
M,Emin,Arabcha,"Tinch, osoyishta, osuda yoki qar. Amin. Shakllari: Eminboy, Eminjon"
M,"Emran, Imran",o‘zbekcha,"Yuz o‘girish, e’tibor qilish, yani bola ota-onasiga yuz o‘g‘irsin yoki emranib-intizor bo‘lib yurib erishilgan bola"
M,Epkinboy,o‘zbekcha,"Epkichdek (qora tusli qimmatbaho ipak mato) qimmatli, bebaho bola"
M,Eram,Arabcha,"Afsonaviy bog‘, jannat bog‘i. Rivoyatga ko‘ra, xudolikni da’vo qilgan Shaddod ismli podsho barpo qilgan go‘zal bog. Qadimgi Yaman davlatlaridagi afsonaviy, gozal bir bogning nomi"
M,Eran,o‘zbekcha,"Erkak, o‘glon; mard, jasur"
M,Erantoy,o‘zbekcha,"Mard, jasur hamda suyukli erkatoy o‘g‘il"
M,Erasil,"o‘zbekcha, arabcha","Haqiqiy, chin o‘g‘lon; haqiqiy qahramon"
M,Erahmad,"o‘zbekcha, arabcha",Qar. Er va Ahmad
M,Erbachcha,"o‘zbekcha, fors-tojikcha","Dovyurak, jasur bola yoki dovyurak qahramon farzandi"
M,Erbek,o‘zbekcha,Beklar avlodiga mansub jasur bola
M,Erboy,o‘zbekcha,"Jasur, mard bola"
M,Erbola,o‘zbekcha,"Jasoratli, dovyurak bola"
